@RELATION tweetSentiment.dev.csv

@ATTRIBUTE Text string 

@ATTRIBUTE CLASS {neutral,positive,negative}
@DATA
'#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd"',neutral
'Today I was introduced as BigDealDawson at #LGFW !  O #twitter and #social media I love you! Teehee xx"',positive
'Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB"',neutral
'RT @smart__reMarks RT @Its_kcheese: some stuff you only find on #TWITTER lolz &lt;---- LMAO"',neutral
'#Teamfollowback -Microsoft expands Windows Phone Marketplace to India #microsoft #windowsphone #india"',neutral
'A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe"',neutral
'I�ve seen a couple of iPhone 4S�s already, but still no Windows Phone 7�s ... ever! #Microsoft not so hot."',negative
'DAMN!!! #Galaxy #Nexus #Google #Android http://t.co/DL3cNtEU time for me to upgrade my Nexus S xD"',neutral
'@adityasood @apple @Quora I totally agree, was talking w/friends about that yesterday. Siri Everywhere!"',neutral
'Watching ice cream sandwich. So far it only melted when attempting facial recognition during unlock :) YouTube.com/android #Samsung #google"',neutral
'Windows Phone Tango and Apollo rumors suggest new screen specs http://t.co/8X30jQAH #microsoft #windows"',neutral
'#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It�s nearly impossible #wpt"',negative
'http://t.co/QV4m1Un9 Forget the phone.. Nice UI. Liking the Scroll Feature #android #google #nexus"',positive
'Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up."',negative
'RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today�s mindshare?"',neutral
'Lunch today: 19.00  Eating it at #Microsoft while attending #VSLive?  Priceless."',positive
'#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/dduu9ffd"',neutral
'#Europe Approves #Microsoft Takeover of #Skype -http://mrkt.ms/r9CGEO #UK #London"',neutral
'RT @jeffbullas: What Is A #Facebook “Like” Worth For Your Business? http://t.co/BsT25W2u #SMM #SocialMedia #Twitter"',neutral
'@ZackSiezmagraff A few people are reporting #twitter retweets not working. Probably a technical problem."',negative
'SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter"',neutral
'Need to update my apps. ): my apple ID is disabled.. Don�t know what to do.. @apple @AppStore @itunes @Siri_Assistant"',neutral
'I don�t understand y @Google mail can work seamlessly in all browsers in all platforms and #Microsoft Exchg sucks n says you need IE6."',negative
'RT @drewbezanson: You can literally go back and forth between #Facebook, #twitter, #text and #email all do. #technology is too good."',positive
'RT @WinRumors: If you missed this earlier, Steve #Ballmer bashes #Android phones [video] http://t.co/NvD7MQVk #microsoft #windows"',neutral
'New Galaxy Nexus: App Improvements -  Beam - sharing using NFC #nexus #samsung #google #android bit.ly/nEJbyE"',neutral
'Use #Twitter to generate traffic to your website http://t.co/72YmN3kD"',neutral
'@apple you can suck it you and your fucking iPhones better be glad it�s all I like cause the service Is fucking terrible"',negative
'So so excited for all of the new Android features! Awesomeness :) #Android #ICS #Google #GalaxyNexus"',positive
'@apple Siri is amazing"',positive
'RT @Simon_Townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL"',neutral
'Blessing in disguise. Ballmer feels lucky #Microsoft didn�t buy #Yahoo in 2008 http://t.co/2Acd5GOz #business"',neutral
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ"',positive
'ICS #android is going to kill both Mango #wmp #microsoft and #rimm.  it already killed webOS and Nokia OS..."',negative
'Have anyone of you found a Twitter to Google+ tool? #Google #Twitter"',neutral
'Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that�s been a thorn in my side for a while. #newfeature"',positive
'@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI"',neutral
'@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??"',negative
'#Twitter should have Emoticons"',neutral
'Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google"',positive
'@apple cu"',negative
'#twitter keeps me from sleeping! #soaddicted"',neutral
'#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps"',neutral
'Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/8DjJHFGu"',neutral
'#Microsoft researchers want to turn your hand into a #touchscreen http://t.co/WJAB0tMQ via @arstechnica"',neutral
'#Twitter Off!"',neutral
'#Microsoft Takes a Shot at the #Wii in Their Newest #DanceCentral 2 Ad [Video] http://t.co/A8tlwr3o #Kinect #games"',neutral
'RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!"',neutral
'GMusic Unites #Google #Music with #Apple iOS [#Apps] http://t.co/R0ih6ePa #republished"',neutral
'I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple"',negative
'“@RealJaythoven #twitter and #Facebook gone get sumbody beat up mane everybody b so reckless”"',neutral
'RT @derryXOwners: I like #twitter"',positive
'You know @apple It�s been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?"',negative
'So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there�s no #skype app for windows phone."',negative
'@WPdesignteam @joebelfiore @windowsphone - You guys just taught #Google #Android how to design a decent phone. So much Metro. Good Job guys!"',positive
'Microsoft opens the spigot, Windows Phone Mango available to all #microsoft #windowsphone: Microsoft has said th... http://t.co/uEpATRzx"',neutral
'#iPhone4S in #Space http://t.co/glOaXhLe via @youtube',neutral
'#microsoft announces SP3 for #office2007 and #sharepoint2007."',neutral
'Big Data and the Cloud - More Hype or a Real Workload? http://t.co/WA0bP7Mx #azure #hpc #microsoft"',neutral
'RT @Surface: PC Podcast 39 (#GITEX, #Microsoft #Surface) | http://t.co/RsccE99M http://t.co/EyLVACYn',neutral
'RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management"',neutral
'#SEO Tip:Meta nofollowed or robots.txt blocked pages DO receive pagerank juice when they get links. #google"',neutral
'IOS5 has one problem, when i save someone in my contacts they don�t show his nam becuz of the region/ +965 @apple #apple"',negative
'is oxycodone and nyquil a bad mix? lol .. I don�t think so but.. #ineedadoctor and I�m to lazy to use #google"',neutral
'@Apple thank you for sucking so much. I cannot believe you would sell something online that isn�t made"',negative
'Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession"',neutral
'RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate you from #GoogleApps to #SharePoint"',neutral
'My thoughts on tonight�s #Google Ice Cream Sandwich and #Samsung Galaxy Nexus talk: http://t.co/gu7ScKXL"',neutral
'@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??"',positive
'@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?"',neutral
'@tas82011 Thnx. Isn�t #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!"',positive
'RT @SAP_MICROSOFT: Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations"',neutral
'Absolutely loving the ARC mouse, courtesy of the one and only @gregulator0. #inspired #microsoft"',positive
'""@socialfans: Top Twitter Related Sites http://t.co/JoDmoruF #design"" #twitter"',neutral
'@MisThang2u nope they wouldn�t even let me & my mom switch @apple she has an upgrade mine isn�t do til march"',neutral
'Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google"',positive
'Now it�s time for some Ice Cream Sandwich! #Samsung launched it�s latest Android Galaxy Nexus phone powered by #Google"',neutral
'#Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename “Concero” http://t.co/TSYXWdKh  #Cloud"',neutral
'http://t.co/18xg3ivo! #Google’s Ice Cream Sandwich Official http://t.co/7h5YdQCN #android #icecreamsandwich"',neutral
'Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung"',positive
'#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/61bZRSWI via @engadget"',neutral
'@kursed #Google is terrible at presentations. Hated the terrible camera interference from the huge screen behind the speakers. #headache"',negative
'Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously."',negative
'Ballmer confirms Nokia phone debut; you can quote him on that - http://t.co/Oe9Imdob -  #microsoft  #SteveBallmer"',neutral
'If you sign up for iClould, will you also get iRain? @apple #icloud."',neutral
'RT @SharonHayes: Top 50 #Twitter Acronyms, Abbreviations and Initialisms http://t.co/EQGBHNq6  /via @ruhanirabin"',neutral
'Anyone use #Google+?"',neutral
'The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/PCu88z7j"',neutral
'@kymbersanden #google my favorite study guide"',positive
'#twitter should i upload tweetdeck for my laptop?!"',neutral
'116 new #jobs posting for #google http://t.co/XfG6l29D  #jobely"',neutral
'Turns out my computer isn�t as fixed as it is meant to be. Fuck you @Apple, I�m going back to your Genius Bar to complain. #annoyed"',negative
'Google Adsense Tools http://t.co/2IjBZdvn #Adsense #Google #Tools"',neutral
'#Microsoft should follow suit with #Bing and #Windows Live http://t.co/9s0f4SNn"',neutral
'@apple No location reminders on ipad2! That was the point of updating to iOS 5"',negative
'Dennis Goedegebuure’s Thoughts on Changes in #Google Analytics: I contacted Dennis and asked… http://t.co/okCwNrpq"',neutral
'@BeeeThree I am aye, I wasn�t @apple"',neutral
'@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail"',negative
'Trying to identify a #constantcontact expert - anyone on #twitter?"',neutral
'#Google announces #Android #Beam for sharing between Android Phones. Based on NFC technology. http://t.co/bc7yhhR4"',neutral
'#twitter i love you!"',positive
'This nigga need to go to #Twitter Jail"',neutral
'I just installed the new Twidroyd for #Twitter on my #Android Phone - It�s #Free, give it a try. http://t.co/Xm2blIfC"',neutral
'Another great James Stewart story in today�s NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s"',positive
'“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”"',negative
'@bxlewi1 hey...do you know why @Apple hasn�t added 4G support yet? Seems like an odd omission for such an advanced device."',neutral
'http://t.co/Pl4ZeEvH - Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BgKiMGJF"',positive
'RT @iLoveMyTats: Lmao. RT @MissAyunnaaa Well that�s my que, bye #Twitter , #oomf finna start quotin lines from #ATL lol"',neutral
'http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy"',neutral
'Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)"',positive
'""#twitter�s dumb, I don�t like it.""  Hush up, Justin."',neutral
'#Android #Google ICS Has Completely Revamped Your Contacts Into The ""People"" app http://t.co/QDoGji0U #DhilipSiva"',neutral
'@apple What�s the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever"',negative
'#Microsoft licensing process is annoying !!!"',negative
'Hey @apple next update can we get an emoji that�s pointing the middle finger please?? Thanx!!"',neutral
'I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail"',negative
'http://t.co/gAPEyL5N #Harmonix #Microsoft"',neutral
'CE-Oh no he didn�t: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android"',neutral
'#Android Ice Cream Sandwich features face-recognition to unlock your phone, no more entering a pin or password #fb #google"',neutral
'So sleepy and tired, going to bed! Nigh #Twitter !"',neutral
'#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(',negative
'How much do @Apple’s factories cost? | asymco http://t.co/GH0tvqMO"',neutral
'Good dev opportunities at #Microsoft UX Tour, Helsinki Finland http://t.co/hCKJXz4K"',positive
'#Microsoft CEO Steve Ballmer on Not Buying #Yahoo : “Sometimes, You’re Lucky” http://t.co/WMCXWysh"',neutral
'#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft"',neutral
'Thank you @logoninjas for following us on #twitter - awesome name btw!"',neutral
'@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T"',negative
'Find & give information about software bugs & help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro"',neutral
'Love my new I0S5 @Apple updates. Just when I think it can�t get any better somehow it simplifies my life more. That�s right-it�s an Apple."',positive
'Me too RT @MohamedG: Exciting day, It�s Ice cream Sandwich day ;) #Google #Android"',positive
'@Apple Would much rather get outta this having a ( see pic ) and have fun with this "" Have your friends choose music"" http://t.co/7IiHbr4J"',neutral
'Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft"',neutral
'@Angelique_lique yooo my nigga i sooo blowed i forgot bout #twitter but im bkkkkkk"',neutral
'Facebook is becoming trashier and trashier #twitter"',neutral
'THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE"',negative
'@IDGAFBoutYou llssss.yea I kno.lol.I ain�t been fuckin wit dis joint.I guess #twitter missed me tho huh.slsss.lol"',neutral
'Now I that i know god exists, realisation dawns on me that, he hates me',neutral
'Thank you for the laughs #Google, ""tapping my peepz"", white suit, face unlock fail, using an LED screen for a video cast. Love it anyway &lt;3"',neutral
'RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft"',neutral
'#Android #Google Galaxy Nexus and Ice Cream Sandwich Promo Video Released, Verizon Spotted in... http://t.co/1niTrTzu #DhilipSiva"',neutral
'AND HOW EVERYTIME I #GAIN A #FOLLOWER IT SAY I #LOSE ONE? #FUCKINUP #TWITTER VERY HEAVILY......#PROMOALLDAY #TMW #FOLLOWLIMITISGAY #STEPITUP"',neutral
'#Windows8 #Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently."',neutral
'Zzzzzzzzzzzz... #night #Twitter #GodBless"',neutral
'@sarahhjessica your seriously addicted 2 #twitter"',neutral
'#Twitter &gt; #Facebook"',positive
'WOW the new #Google #Nexus is just beautiful. totally gonna boost google�s market share in the smart phone market."',positive
'@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs"',neutral
'#Android #Google New UI and Core Features in Android 4.0 Ice Cream Sandwich Overview http://t.co/BD2omnIb #DhilipSiva"',neutral
'#google #icecreamsandwich event featured #minecraft"',neutral
'#Google #Docs presentations get real-time collaboration, transition effects and more: Google… http://t.co/COSF8WUS"',neutral
'Amazing that at #microsoft #TechEdAfrica everyone is running iOS phones !"',neutral
'Because you are what you search: Now everyone wants to customize search #Microsoft as well as #MCHammer #WiredDoo http://t.co/HlicKxPV"',neutral
'#Microsoft�s Ballmer Swipes at #Google http://t.co/Ve3LMoTn"',neutral
'Lol itss ben a #year since i had a #twitter but i jus start using it"',neutral
'Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http://t.co/KgNrbVgp"',positive
'#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6"',negative
'Some people should not post replies in #Google+ threads. Their posts only continue to weaken their creditbility."',neutral
'RT @aplusk: Sending love & light to everyone @Apple & the entire Jobs family.Today we lost a Giant who will be missed even by those who  ..."',neutral
'#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube"',neutral
'first thing on #google�s to do list: hire a performance coach."',negative
'iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri"',neutral
'@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life."',negative
'@fabi_m not that I know of. I think it is only on iOS, should get @apple to make a desktop app :)"',neutral
'#Android #Google Video: Google’s Nexus site updated with new device and ICS features http://t.co/rZBmyLTV #DhilipSiva"',neutral
'RT @FierceCIO: What happens to #Skype now that it is officially #Microsoft�s? http://t.co/9FzSH0RY $MSFT"',neutral
'@RealEstateGuyWI All about yesterday�s @Apple upgrade. Helpful but maddening"',neutral
'#Twitter and #Google �just can�t agree� on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av"',neutral
'#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft"',neutral
'@apple Iphone�s & Ipad�s beautiful technology but alltogether mainly a marketing platform. It�s obscure is�nt it? Apple lost it�s touch."',neutral
'LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung"',positive
'@VSLive What is up with #ATT at #Microsoft?  Full bars in one building and no service in another only 1000 or so feet away?  #vslive"',neutral
'wait... i don�t really care what people are doing in their daily lives #twitter"',neutral
'This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple"',neutral
'#Microsoft Zune - Digital player - HDD 30 GB - WMA, AAC, #MP3 - video playback - display: 3… http://t.co/qgzHlLpv"',neutral
'@HTC vs @Apple who winning"',neutral
'Warning: if iphone apps spontaneously loose data, it might not be the app�s fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment"',negative
'On the blog we discuss #Microsoft embracing of #Apache #Hadoop for big data - ',neutral
'RT @webseoanalytics: The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster"',neutral
'RT @SharonHayes: Top 50 #Twitter Acronyms, Abbreviations and Initialisms http://t.co/nEqHcJsY  /via @ruhanirabin"',neutral
'/want http://t.co/srbm3V0K #Google #Nexus #Samsung #Galaxy"',positive
'@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn�t improve by Monday, I�m returning my iPhone 4S."',negative
'#Android #Google Ice Cream Sandwich SDK now available http://t.co/K0tksZ1O #DhilipSiva"',neutral
'#Android #Google Official Galaxy Nexus Site Goes Live, Highlights Ice Cream Sandwich And Galaxy Nexus... http://t.co/4ijvupvq #DhilipSiva"',neutral
'Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell�s monopolistic prctices?"',negative
'Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?"',negative
'#2000tweets !!!! #milestone #twitter"',neutral
'#Samsung Galaxy Nexus is now confirmed http://t.co/v4LR34p3 #googlenews #mobile #android40icecreamsandwich #google"',neutral
'RT @/iPadPowerUsers-On Google+ then go here http://t.co/tMGHv24E #GPlus #Googleplus #Google #teamfollowback #socialnetwork"',neutral
'Things that #heatmeup : when people put the # on facebookposts when they dont even have a #twitter. #getaclue"',neutral
'@dellmanning Its always on this #Twitter shit doe"',neutral
'Congrats to the 5 big #winners of the ""Get certified-Get happy"" #Sweepstakes!  EZ log-in&gt;Contests&gt;Winners:  http://t.co/396AtoHF #Microsoft"',neutral
'#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie, Veteran, and All-Star tiers provid... http://t.co/tnxYUxvA #TCN"',neutral
'“@AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/jXhFHPTJ”"',neutral
'U can�t see who RTed Ur stuff, & this is because of #twitter #censorship? Jeez, people. It�s #binaryfaires teaching your vain ass a lesson!"',neutral
'@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the  #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech"',neutral
'@philipgrey @apple it�s kinda sad that�s the most relevant tweet I�ve seen today. Or kinda awesome. I�m not sure. #DevProblems"',neutral
'#Twitter TEAMO♥ Chao!"',positive
'When in doubt... #Google it!!!"',positive
'The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/YT87krbP #sm #socialmedia... http://t.co/1yCwl874"',neutral
'@apple needs to hurry up and release #iTunesMatch"',negative
'@SeanL44 It may be a little much. Haha #droptheknife and add @frankhenchUSA to the picture like on your #Twitter account. #growuppeterpan"',neutral
'iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)"',neutral
'@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone"',neutral
'#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK"',neutral
'groupies follow me like #twitter.....lol jk"',neutral
'The better question is if (and when) current devices will get the update.  #Android #Google #IceCreamSandwich"',neutral
'#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I�ll go back to my regular tweeting intervals now :) I WANT IT!"',positive
'#Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] #SocialMedia #SMM http://t.co/X55u6i4w"',neutral
'@DJ_Nasty16 I know. You my only compo. #we be #reppin #twitter"',neutral
'Amazes me, I set up a #GMail address and have yet to use it even once and it�s getting a ton of spam #Google"',neutral
'- It�s So Funny Because She Got A #Twitter Now Lol."',neutral
'Ballmer: 70% Of The Time, #Google & #Bing Are The Same, So Try Bing!: http://t.co/rA5PgOsD"',neutral
'Wilth #Accessibility mode on in #SharePoint 2010, it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft"',negative
'According to #twitter I have the same amount of followers as followees....#notgoingtolast"',neutral
'#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer"',neutral
'RT @ItalianJoya i better be able to see my RT�s tomorrow #twitter and tell that lil blue ass bird, (cont) http://t.co/xGHoev8k"',negative
'Oh yeah I�m in I want one now #Google really did a great job #ICS"',positive
'Come to the dark side 📱“@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.”"',positive
'3,2,1,0 #Twitter OFF"',neutral
'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 10"',neutral
'#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt"',negative
'TODAY! Come along to #Microsoft Office & #ECDL Open Evening at #Pitman #Training #Cheltenham from 4pm to 7.30pm - http://t.co/fBoej2vd"',neutral
'@thatstevegray done that buddy, just  surprised that there�s no option from @apple & if you turn it back on it brings back the pics u delete"',neutral
'So im about to make another #twitter account since this one fucked up"',negative
'The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace"',positive
'Unmindful Ballmer, collects half a billion, doesn�t say thank you.  http://t.co/lwtpXejo #android #google #microsoft"',negative
'#Microsoft drops developer preview of its ‘Roslyn’ compiler http://t.co/XgUrXNPa #uncategorized"',neutral
'Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/Jrc4qstJ"',neutral
'Just had a look on eBay for iPhone 4s and some have 13,16,24 bids at well over £500 some £530 (16gb white) , they are £499 delivered @apple"',neutral
'could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous"',negative
'Is Google Analytics Reverse-Engineering Facebook?: http://t.co/mJHRoa7L #google #facebook #media #digitalstrategy"',neutral
'Yu cant answer , But yu can b on #Fb Nd #Twitter"',neutral
'#twitter"',neutral
'Doesn�t #Microsoft Research�s new touch technology resemble a lot the one developed by Pranav Mistry in ~2009? http://t.co/yZ9xGQGM"',neutral
'RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better."',negative
'Nokia 800 “Searay” Windows Phone press shots leak http://t.co/HwZzIEKk #microsoft #windows"',neutral
'Android 4.0 SDK now available #google #android http://t.co/TBtuewi1"',neutral
'Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii"',negative
'#microsoft ‘People-Centric’ Windows Phone 7.5 Update Released http://t.co/oImNAkVf"',neutral
'Somebody help me? Is apple not on Twitter? That seems very weird. #apple #twitter"',neutral
'@apple has changed life."',positive
'#ai #google #ai #samsung"',neutral
'I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out"',positive
'#Microsoft wants to transform your hand into a touchscreen: http://t.co/J8FgWWgS via @AddThis"',neutral
'Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE"',neutral
'#SEO Tip: #javascript can be a friend +an enemy.Use it wisely to block the content u want #google #bing #yahoo"',neutral
'Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL"',neutral
'I hate #twitter right now.."',negative
'here comes facial recognition!  Face unlock ',neutral
'Dear #Twitter, I fucking missed you today, &gt;&gt; internet was down :/"',positive
'Why everytime I spazz on #twitter yall think some chick done hurt my feelings..I aint w/ Annette no more.. Lol"',neutral
'There is a chance? #Microsoft and #Mobile http://t.co/p4ChgGwg"',neutral
'Pinball FX2 offers free �Paranormal� table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2"',neutral
'Anyone else having trouble with the (i)Pad #twitter app not updating @�s? I get notified but can�t see them in the app."',negative
'Did #Facebook Just Beat #Google At Its Own Game? http://t.co/SiJsB3ME #socialmedia"',neutral
'At the bus with my iPhone ;) thxx @apple"',positive
'oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it"',negative
'@PuraGenteBienAv me podrian dar el #face o #twitter del chavito qe siempre traee lentess transparentes le dicn #chicken little x fiiss :)"',neutral
'If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble"',negative
'RT @sb_greenbiz: #Microsoft�s supplier #sustainability movement & the effect it could have on #plastics companies http://t.co/m0otPgEm"',neutral
'@HOLLYcash mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its #twitter"',neutral
'hahaha integrated data usage manager... in sucha brilliant way, sleek design, superb and I�m only watching videos LOL #Google"',positive
'RT @The_Victor2 HoloDesk: #Microsoft unveils technology that�s one step closer to human/digital interaction. http://t.co/oP379ycF #hardware"',neutral
'@apple by far the best iPod and first time iPhone ever.... Good job guys"',positive
'I�m thinking seriously to make my own page in #wikipedia just to find myself in #google."',neutral
'""@ClearlyCassi_: I�ll never forget the day we met, or how we kissed the first time."" /// I met you on #twitter and I haven�t kiss you yet :p"',neutral
'""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps"""',neutral
'@JakeDizzleWins We Need To Speak Sum Real Shit On #Twitter"',neutral
'#Occupy #Microsoft nyc! windows phone camp"',neutral
'""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1"',neutral
'Join Brainware in ORLANDO 11/2-discuss financial best practices, automation tech w/speakers from #disney and #microsoft http://t.co/gLYzOXMc"',neutral
'So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac"',positive
'RT @AHennessyWorld: #Twitter I apologize 4 being out of line regardless what sum1 does  I promise 2 remain humble keep it from public ey ..."',neutral
'#Microsoft�s plan for bringing its #BI tools to iOS, Android, and Windows 8',neutral
'Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6"',positive
'#twitter off �"',neutral
'#Google Wallet now supported by seven new retailers [video] http://t.co/LCrWw4ld via @BGR"',neutral
'Camera app now has Panorama capabilities! #Google #Android #ICS"',positive
'#DontBeMadAtMeBecause #Android is by far better than @Apple"',negative
'iPhone users find the nearest trash for your device it�s the correct place ! #Android #Apple #Google #iPhone"',positive
'#Microsoft Explains and Refines the #Windows 8 Start Screen - http://t.co/IIlXENKI #ux #ixd"',neutral
